"Device: USB-2408-2AO"
"Serial Number: 1C3CD25"
"Channel Count: 1"
"Sample Count: 2767"
"Start Time: 2/5/2020 10:28:13.690 AM"
"Scan Rate: 1000"
"Sample","Time (s)","AI4 (mV)"
"544","0.544","0.30309893"
"545","0.545","0.30542724"
"546","0.546","0.30452386"
"547","0.547","0.30418858"
"548","0.548","0.30430965"
"549","0.549","0.30354597"
"550","0.550","0.30322000"
"551","0.551","0.30516647"
"552","0.552","0.30460767"
"553","0.553","0.30447729"
"554","0.554","0.30411407"
"555","0.555","0.30377880"
"556","0.556","0.30566938"
"557","0.557","0.30370429"
"558","0.558","0.30414201"
"559","0.559","0.30562282"
"560","0.560","0.30376948"
"561","0.561","0.30310825"
"562","0.562","0.30412339"
"563","0.563","0.30569732"
"564","0.564","0.30393712"
"565","0.565","0.30327588"
"566","0.566","0.30372292"
"567","0.567","0.30416064"
"568","0.568","0.30455180"
"569","0.569","0.30318275"
"570","0.570","0.30403957"
"571","0.571","0.30431896"
"572","0.572","0.30338764"
"573","0.573","0.30537136"
"574","0.574","0.30462630"
"575","0.575","0.30313618"
"576","0.576","0.30504540"
"577","0.577","0.30490570"
"578","0.578","0.30453317"
"579","0.579","0.30471943"
"580","0.580","0.30354597"
"581","0.581","0.30482188"
"582","0.582","0.30452386"
"583","0.583","0.30347146"
"584","0.584","0.30397438"
"585","0.585","0.30328520"
"586","0.586","0.30492432"
"587","0.587","0.30389987"
"588","0.588","0.30510128"
"589","0.589","0.30575320"
"590","0.590","0.30569732"
"591","0.591","0.30516647"
"592","0.592","0.30544586"
"593","0.593","0.30415133"
"594","0.594","0.30556694"
"595","0.595","0.30503608"
"596","0.596","0.30376948"
"597","0.597","0.30404888"
"598","0.598","0.30633993"
"599","0.599","0.30501746"
"600","0.600","0.30331314"
"601","0.601","0.30575320"
"602","0.602","0.30455180"
"603","0.603","0.30328520"
"604","0.604","0.30523166"
"605","0.605","0.30348077"
"606","0.606","0.30529685"
"607","0.607","0.30539930"
"608","0.608","0.30606054"
"609","0.609","0.30395575"
"610","0.610","0.30510128"
"611","0.611","0.30424446"
"612","0.612","0.30542724"
"613","0.613","0.30461699"
"614","0.614","0.30593015"
"615","0.615","0.30367635"
"616","0.616","0.30529685"
"617","0.617","0.30392781"
"618","0.618","0.30611642"
"619","0.619","0.30525960"
"620","0.620","0.30575320"
"621","0.621","0.30415133"
"622","0.622","0.30593947"
"623","0.623","0.30595809"
"624","0.624","0.30416995"
"625","0.625","0.30553900"
"626","0.626","0.30552037"
"627","0.627","0.30506402"
"628","0.628","0.30351803"
"629","0.629","0.30453317"
"630","0.630","0.30522235"
"631","0.631","0.30423515"
"632","0.632","0.30569732"
"633","0.633","0.30472875"
"634","0.634","0.30650757"
"635","0.635","0.30554831"
"636","0.636","0.30529685"
"637","0.637","0.30550174"
"638","0.638","0.30579977"
"639","0.639","0.30506402"
"640","0.640","0.30484051"
"641","0.641","0.30758791"
"642","0.642","0.30482188"
"643","0.643","0.30492432"
"644","0.644","0.30487776"
"645","0.645","0.30437484"
"646","0.646","0.30660070"
"647","0.647","0.30420721"
"648","0.648","0.30565076"
"649","0.649","0.30534342"
"650","0.650","0.30580908"
"651","0.651","0.30594878"
"652","0.652","0.30653551"
"653","0.653","0.30407682"
"654","0.654","0.30510128"
"655","0.655","0.30415133"
"656","0.656","0.30494295"
"657","0.657","0.30488707"
"658","0.658","0.30628406"
"659","0.659","0.30371360"
"660","0.660","0.30521303"
"661","0.661","0.30547380"
"662","0.662","0.30443072"
"663","0.663","0.30595809"
"664","0.664","0.30519441"
"665","0.665","0.30605122"
"666","0.666","0.30327588"
"667","0.667","0.30509196"
"668","0.668","0.30529685"
"669","0.669","0.30441210"
"670","0.670","0.30531548"
"671","0.671","0.30471943"
"672","0.672","0.30577183"
"673","0.673","0.30596741"
"674","0.674","0.30607916"
"675","0.675","0.30295923"
"676","0.676","0.30406751"
"677","0.677","0.30470081"
"678","0.678","0.30516647"
"679","0.679","0.30390918"
"680","0.680","0.30519441"
"681","0.681","0.30615367"
"682","0.682","0.30571595"
"683","0.683","0.30517578"
"684","0.684","0.30561350"
"685","0.685","0.30404888"
"686","0.686","0.30552037"
"687","0.687","0.30482188"
"688","0.688","0.30337833"
"689","0.689","0.30469149"
"690","0.690","0.30579977"
"691","0.691","0.30457973"
"692","0.692","0.30450523"
"693","0.693","0.30475669"
"694","0.694","0.30393712"
"695","0.695","0.30461699"
"696","0.696","0.30483119"
"697","0.697","0.30587427"
"698","0.698","0.30461699"
"699","0.699","0.30328520"
"700","0.700","0.30588359"
"701","0.701","0.30356459"
"702","0.702","0.30336902"
"703","0.703","0.30458905"
"704","0.704","0.30610710"
"705","0.705","0.30467287"
"706","0.706","0.30426309"
"707","0.707","0.30574389"
"708","0.708","0.30497089"
