"Device: USB-2408-2AO"
"Serial Number: 1C3CD25"
"Channel Count: 1"
"Sample Count: 1679"
"Start Time: 2/5/2020 10:35:41.853 AM"
"Scan Rate: 1000"
"Sample","Time (s)","AI4 (mV)"
"763","0.763","0.61144121"
"764","0.764","0.61097555"
"765","0.765","0.61112456"
"766","0.766","0.61355531"
"767","0.767","0.60970895"
"768","0.768","0.61033294"
"769","0.769","0.61294995"
"770","0.770","0.61201863"
"771","0.771","0.61109662"
"772","0.772","0.61298721"
"773","0.773","0.61200000"
"774","0.774","0.61265193"
"775","0.775","0.61165541"
"776","0.776","0.61186031"
"777","0.777","0.61134808"
"778","0.778","0.61104074"
"779","0.779","0.61414205"
"780","0.780","0.61064027"
"781","0.781","0.61303377"
"782","0.782","0.61071478"
"783","0.783","0.61280094"
"784","0.784","0.61185099"
"785","0.785","0.61269850"
"786","0.786","0.61096624"
"787","0.787","0.61050989"
"788","0.788","0.61033294"
"789","0.789","0.61123632"
"790","0.790","0.60969032"
"791","0.791","0.61142258"
"792","0.792","0.60885213"
"793","0.793","0.60980208"
"794","0.794","0.61097555"
"795","0.795","0.61003491"
"796","0.796","0.61148778"
"797","0.797","0.61221421"
"798","0.798","0.61068684"
"799","0.799","0.60955994"
"800","0.800","0.61093830"
"801","0.801","0.61170198"
"802","0.802","0.60953200"
"803","0.803","0.60860999"
"804","0.804","0.60904771"
"805","0.805","0.61034225"
"806","0.806","0.61049126"
"807","0.807","0.60894527"
"808","0.808","0.60978346"
"809","0.809","0.60873106"
"810","0.810","0.61044469"
"811","0.811","0.60929917"
"812","0.812","0.60858205"
"813","0.813","0.60957856"
"814","0.814","0.61099418"
"815","0.815","0.60993247"
"816","0.816","0.61051920"
"817","0.817","0.60939230"
"818","0.818","0.60996972"
"819","0.819","0.60916878"
"820","0.820","0.60952269"
"821","0.821","0.61056577"
"822","0.822","0.60922466"
"823","0.823","0.60792081"
"824","0.824","0.60860999"
"825","0.825","0.60987659"
"826","0.826","0.60951337"
"827","0.827","0.60854480"
"828","0.828","0.60939230"
"829","0.829","0.60860068"
"830","0.830","0.61010942"
"831","0.831","0.61079860"
"832","0.832","0.60788356"
"833","0.833","0.60918741"
"834","0.834","0.61021186"
"835","0.835","0.60931779"
"836","0.836","0.60877763"
"837","0.837","0.60916878"
"838","0.838","0.60761347"
"839","0.839","0.60711987"
"840","0.840","0.60723163"
"841","0.841","0.60950406"
"842","0.842","0.60951337"
"843","0.843","0.60833991"
"844","0.844","0.60779043"
"845","0.845","0.60894527"
"846","0.846","0.60902908"
"847","0.847","0.60938299"
"848","0.848","0.60874969"
"849","0.849","0.60693361"
"850","0.850","0.60738064"
"851","0.851","0.60764141"
"852","0.852","0.60899183"
"853","0.853","0.60810708"
"854","0.854","0.60906634"
"855","0.855","0.60747378"
"856","0.856","0.60806982"
"857","0.857","0.60836785"
"858","0.858","0.60844235"
"859","0.859","0.60793012"
"860","0.860","0.60776249"
